verb_latin,frequency
"oitemirP ;""mas"";""Primetio"";""sam"";"" — "";""krojači suuvek dobro raspoloženi…"";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp (translit)"";""srp"";""Serbiя"";"""";""Da se možda, mislim se, prekvalifikujem za krojača?  Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije."";""27f6800b3248a940cb7f8f1bfb9daf78:7:1"";""Možet, dumaю, na portnogo vыučitьsя? Я zametil ― u portnыh vsegda horošee nastroenie… Vstrečaю Loginova s televideniя. "";""rus"";"" Da se možda, mislim se, prekvalifikujem za krojača?  Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije. "";""srp",1
"ičajork — mas oitemirP ;""kevuus"";""Primetio sam — krojači"";""suuvek"";"" "";""dobro raspoloženi…"";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp (translit)"";""srp"";""Serbiя"";"""";""Da se možda, mislim se, prekvalifikujem za krojača?  Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije."";""27f6800b3248a940cb7f8f1bfb9daf78:7:3"";""Možet, dumaю, na portnogo vыučitьsя? Я zametil ― u portnыh vsegda horošee nastroenie… Vstrečaю Loginova s televideniя. "";""rus"";"" Da se možda, mislim se, prekvalifikujem za krojača?  Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije. "";""srp",1
"orbod kevuus ičajork — mas oitemirP ;""inežolopsar"";""Primetio sam — krojači suuvek dobro"";""raspoloženi"";""… "";"""";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp (translit)"";""srp"";""Serbiя"";"""";""Da se možda, mislim se, prekvalifikujem za krojača?  Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije."";""27f6800b3248a940cb7f8f1bfb9daf78:7:5"";""Možet, dumaю, na portnogo vыučitьsя? Я zametil ― u portnыh vsegda horošee nastroenie… Vstrečaю Loginova s televideniя. "";""rus"";"" Da se možda, mislim se, prekvalifikujem za krojača?  Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije. "";""srp",1
";""menterS"";"""";""Sretnem"";"" "";""Loginova s televizije."";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp (translit)"";""srp"";""Serbiя"";"""";""Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije."";""27f6800b3248a940cb7f8f1bfb9daf78:9:0"";""Možet, dumaю, na portnogo vыučitьsя? Я zametil ― u portnыh vsegda horošee nastroenie… Vstrečaю Loginova s televideniя. "";""rus"";"" Da se možda, mislim se, prekvalifikujem za krojača?  Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije. "";""srp",1
";""oitemirP"";"""";""Primetio"";"" "";""sam — krojači suuvek dobro raspoloženi…"";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp"";""srp"";""Serbiя"";"""";""Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije."";""27f6800b3248a940cb7f8f1bfb9daf78:7:0"";""Я zametil ― u portnыh vsegda horošee nastroenie… Vstrečaю Loginova s televideniя.  ― Privet. "";""rus"";"" Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije.  — Zdravo. "";""srp (translit)",1
"oitemirP ;""mas"";""Primetio"";""sam"";"" — "";""krojači suuvek dobro raspoloženi…"";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp"";""srp"";""Serbiя"";"""";""Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije."";""27f6800b3248a940cb7f8f1bfb9daf78:7:1"";""Я zametil ― u portnыh vsegda horošee nastroenie… Vstrečaю Loginova s televideniя.  ― Privet. "";""rus"";"" Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije.  — Zdravo. "";""srp (translit)",1
"ičajork — mas oitemirP ;""kevuus"";""Primetio sam — krojači"";""suuvek"";"" "";""dobro raspoloženi…"";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp"";""srp"";""Serbiя"";"""";""Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije."";""27f6800b3248a940cb7f8f1bfb9daf78:7:3"";""Я zametil ― u portnыh vsegda horošee nastroenie… Vstrečaю Loginova s televideniя.  ― Privet. "";""rus"";"" Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije.  — Zdravo. "";""srp (translit)",1
"orbod kevuus ičajork — mas oitemirP ;""inežolopsar"";""Primetio sam — krojači suuvek dobro"";""raspoloženi"";""… "";"""";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp"";""srp"";""Serbiя"";"""";""Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije."";""27f6800b3248a940cb7f8f1bfb9daf78:7:5"";""Я zametil ― u portnыh vsegda horošee nastroenie… Vstrečaю Loginova s televideniя.  ― Privet. "";""rus"";"" Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije.  — Zdravo. "";""srp (translit)",1
";""menterS"";"""";""Sretnem"";"" "";""Loginova s televizije."";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp"";""srp"";""Serbiя"";"""";""Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije.  — Zdravo."";""27f6800b3248a940cb7f8f1bfb9daf78:9:0"";""Я zametil ― u portnыh vsegda horošee nastroenie… Vstrečaю Loginova s televideniя.  ― Privet. "";""rus"";"" Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije.  — Zdravo. "";""srp (translit)",1
";""oitemirP"";"""";""Primetio"";"" "";""sam — krojači suuvek dobro raspoloženi…"";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp (translit)"";""srp"";""Serbiя"";"""";""Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije."";""27f6800b3248a940cb7f8f1bfb9daf78:7:0"";""Я zametil ― u portnыh vsegda horošee nastroenie… Vstrečaю Loginova s televideniя.  ― Privet. "";""rus"";"" Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije.  — Zdravo. "";""srp",1
"oitemirP ;""mas"";""Primetio"";""sam"";"" — "";""krojači suuvek dobro raspoloženi…"";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp (translit)"";""srp"";""Serbiя"";"""";""Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije."";""27f6800b3248a940cb7f8f1bfb9daf78:7:1"";""Я zametil ― u portnыh vsegda horošee nastroenie… Vstrečaю Loginova s televideniя.  ― Privet. "";""rus"";"" Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije.  — Zdravo. "";""srp",1
"ičajork — mas oitemirP ;""kevuus"";""Primetio sam — krojači"";""suuvek"";"" "";""dobro raspoloženi…"";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp (translit)"";""srp"";""Serbiя"";"""";""Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije."";""27f6800b3248a940cb7f8f1bfb9daf78:7:3"";""Я zametil ― u portnыh vsegda horošee nastroenie… Vstrečaю Loginova s televideniя.  ― Privet. "";""rus"";"" Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije.  — Zdravo. "";""srp",1
"orbod kevuus ičajork — mas oitemirP ;""inežolopsar"";""Primetio sam — krojači suuvek dobro"";""raspoloženi"";""… "";"""";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp (translit)"";""srp"";""Serbiя"";"""";""Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije."";""27f6800b3248a940cb7f8f1bfb9daf78:7:5"";""Я zametil ― u portnыh vsegda horošee nastroenie… Vstrečaю Loginova s televideniя.  ― Privet. "";""rus"";"" Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije.  — Zdravo. "";""srp",1
";""menterS"";"""";""Sretnem"";"" "";""Loginova s televizije."";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp (translit)"";""srp"";""Serbiя"";"""";""Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije.  — Zdravo."";""27f6800b3248a940cb7f8f1bfb9daf78:9:0"";""Я zametil ― u portnыh vsegda horošee nastroenie… Vstrečaю Loginova s televideniя.  ― Privet. "";""rus"";"" Primetio sam — krojači suuvek dobro raspoloženi…  Sretnem Loginova s televizije.  — Zdravo. "";""srp",1
"okaK ;""edi"";""Kako"";""ide"";""? "";"""";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp"";""srp"";""Serbiя"";"""";""— Zdravo.  Kako ide?  — Onako, tražim posao."";""27f6800b3248a940cb7f8f1bfb9daf78:13:1"";"" ― Privet. Nu, kak?  ― Da vot, iщu rabotu. "";""rus"";"" — Zdravo.  Kako ide?  — Onako, tražim posao. "";""srp (translit)",1
",okanO — ;""mižart"";""— Onako,"";""tražim"";"" "";""posao."";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp"";""srp"";""Serbiя"";"""";""Kako ide?  — Onako, tražim posao."";""27f6800b3248a940cb7f8f1bfb9daf78:15:1"";"" ― Privet. Nu, kak?  ― Da vot, iщu rabotu. "";""rus"";"" — Zdravo.  Kako ide?  — Onako, tražim posao. "";""srp (translit)",1
"okaK ;""edi"";""Kako"";""ide"";""? "";"""";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp (translit)"";""srp"";""Serbiя"";"""";""— Zdravo.  Kako ide?  — Onako, tražim posao."";""27f6800b3248a940cb7f8f1bfb9daf78:13:1"";"" ― Privet. Nu, kak?  ― Da vot, iщu rabotu. "";""rus"";"" — Zdravo.  Kako ide?  — Onako, tražim posao. "";""srp",1
",okanO — ;""mižart"";""— Onako,"";""tražim"";"" "";""posao."";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp (translit)"";""srp"";""Serbiя"";"""";""Kako ide?  — Onako, tražim posao."";""27f6800b3248a940cb7f8f1bfb9daf78:15:1"";"" ― Privet. Nu, kak?  ― Da vot, iщu rabotu. "";""rus"";"" — Zdravo.  Kako ide?  — Onako, tražim posao. "";""srp",1
"okaK ;""edi"";""Kako"";""ide"";""? "";"""";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp"";""srp"";""Serbiя"";"""";""Kako ide?  — Onako, tražim posao."";""27f6800b3248a940cb7f8f1bfb9daf78:13:1"";""Nu, kak?  ― Da vot, iщu rabotu.  ― Estь vakansiя. "";""rus"";"" Kako ide?  — Onako, tražim posao.  — Ima slobodno mesto. "";""srp (translit)",1
",okanO — ;""mižart"";""— Onako,"";""tražim"";"" "";""posao."";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp"";""srp"";""Serbiя"";"""";""Kako ide?  — Onako, tražim posao.  — Ima slobodno mesto."";""27f6800b3248a940cb7f8f1bfb9daf78:15:1"";""Nu, kak?  ― Da vot, iщu rabotu.  ― Estь vakansiя. "";""rus"";"" Kako ide?  — Onako, tražim posao.  — Ima slobodno mesto. "";""srp (translit)",1
"— ;""amI"";""—"";""Ima"";"" "";""slobodno mesto."";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp"";""srp"";""Serbiя"";"""";""— Onako, tražim posao.  — Ima slobodno mesto."";""27f6800b3248a940cb7f8f1bfb9daf78:17:0"";""Nu, kak?  ― Da vot, iщu rabotu.  ― Estь vakansiя. "";""rus"";"" Kako ide?  — Onako, tražim posao.  — Ima slobodno mesto. "";""srp (translit)",1
"okaK ;""edi"";""Kako"";""ide"";""? "";"""";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp (translit)"";""srp"";""Serbiя"";"""";""Kako ide?  — Onako, tražim posao."";""27f6800b3248a940cb7f8f1bfb9daf78:13:1"";""Nu, kak?  ― Da vot, iщu rabotu.  ― Estь vakansiя. "";""rus"";"" Kako ide?  — Onako, tražim posao.  — Ima slobodno mesto. "";""srp",1
",okanO — ;""mižart"";""— Onako,"";""tražim"";"" "";""posao."";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp (translit)"";""srp"";""Serbiя"";"""";""Kako ide?  — Onako, tražim posao.  — Ima slobodno mesto."";""27f6800b3248a940cb7f8f1bfb9daf78:15:1"";""Nu, kak?  ― Da vot, iщu rabotu.  ― Estь vakansiя. "";""rus"";"" Kako ide?  — Onako, tražim posao.  — Ima slobodno mesto. "";""srp",1
"— ;""amI"";""—"";""Ima"";"" "";""slobodno mesto."";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp (translit)"";""srp"";""Serbiя"";"""";""— Onako, tražim posao.  — Ima slobodno mesto."";""27f6800b3248a940cb7f8f1bfb9daf78:17:0"";""Nu, kak?  ― Da vot, iщu rabotu.  ― Estь vakansiя. "";""rus"";"" Kako ide?  — Onako, tražim posao.  — Ima slobodno mesto. "";""srp",1
",okanO — ;""mižart"";""— Onako,"";""tražim"";"" "";""posao."";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp"";""srp"";""Serbiя"";"""";""— Onako, tražim posao.  — Ima slobodno mesto."";""27f6800b3248a940cb7f8f1bfb9daf78:15:1"";"" ― Da vot, iщu rabotu.  ― Estь vakansiя. Gazeta «Na straže Rodinы». "";""rus"";"" — Onako, tražim posao.  — Ima slobodno mesto.  Novine» Na straži Otadžbine«. "";""srp (translit)",1
"— ;""amI"";""—"";""Ima"";"" "";""slobodno mesto."";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp"";""srp"";""Serbiя"";"""";""— Onako, tražim posao.  — Ima slobodno mesto.  Novine» Na straži Otadžbine«."";""27f6800b3248a940cb7f8f1bfb9daf78:17:0"";"" ― Da vot, iщu rabotu.  ― Estь vakansiя. Gazeta «Na straže Rodinы». "";""rus"";"" — Onako, tražim posao.  — Ima slobodno mesto.  Novine» Na straži Otadžbine«. "";""srp (translit)",1
",okanO — ;""mižart"";""— Onako,"";""tražim"";"" "";""posao."";""Sergeй Dovlatov. Kompromiss (1981)"";""Sergeй Dovlatov"";""1941"";""Kompromiss"";""1981"";""hudožestvennaя"";"""";"""";"""";"""";"""";""omonimiя ne snяta"";""Kompromiss"";""Sergej Dovlatov"";""Kompromis"";"""";""2018"";""12910"";""72514"";""6455"";""33804"";""srp (translit)"";""srp"";""Serbiя"";"""";""— Onako, tražim posao.  — Ima slobodno mesto."";""27f6800b3248a940cb7f8f1bfb9daf78:15:1"";"" ― Da vot, iщu rabotu.  ― Estь vakansiя. Gazeta «Na straže Rodinы». "";""rus"";"" — Onako, tražim posao.  — Ima slobodno mesto.  Novine» Na straži Otadžbine«. "";""srp",1
